"url"	"title"	"description"	"image"	"price"	"category"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-17726%2Fautovakantie-drenthe-landgoed-het-grote-zand%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Drenthe - Landgoed het Grote Zand"	"Wij hebben weer beslag weten te leggen op een buitengewoon voordelig arrangement. Tegen ongekend lage tarieven hebben wij namelijk een aantal bungalows ingekocht op Landgoed het Grote Zand. U verblijft in een bungalow, gelegen op een unieke bosrijke locatie in het Drentse Hooghalen. In de omgeving kunt u heerlijk wandelen en fietsen, maar ook leuke uitstapjes maken naar o.a. Assen, Orvelte en Dwingeloo. Aarzel niet langer en ga er eens lekker tussenuit voor deze spotprijs!"	"http://www.kras.nl/wsmedia/001/024/113.jpg"	"24"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50203%2Fautovakantie-limburg-vakantiepark-mechelerhof%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Limburg - Vakantiepark Mechelerhof"	"Heeft u ook zo’n zin om er even lekker tussenuit te gaan? Wij hebben hiervoor de perfecte aanbieding! Boek nu een reis naar het Limburgse Mechelen. Lekker dichtbij en toch helemaal weg. U verblijft op Hogenboom Vakantiepark Mechelerhof gelegen in het natuurgebied het Geuldal. Aarzel niet en boek snel deze waanzinnige aanbieding!Vakantiepark MechelerhofKom heerlijk tot rust op dit vakantiepark, gelegen in het natuurgebied het Geuldal. Dit park biedt u alle faciliteiten die u nodig heeft voor een heerlijke autovakantie zoals een overdekt zwembad, restaurant, speeltuin en fietsverhuur. Gaat u ook mee genieten?"	"http://www.kras.nl/wsmedia/002/090/077.jpg"	"29"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fduitsland%2Freis-26196%2Fautovakantie-eifel-vakantiepark-kronenburger-see%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Eifel - Vakantiepark Kronenburger See"	"Sensationeel reisnieuws! Want wij hebben met Hogenboom Vakantieparken een supervoordelig contract afgesloten voor een heerlijk verblijf in Vakantiepark Kronenburger See. Dit park ligt in de Eifel en biedt u een aangenaam verblijf. Lees snel verder en boek nu, want bij deze prijzen blijft niemand stilzitten…Vakantiepark Kronenburger SeeVakantiepark Kronenburger See ligt in het natuurpark Nordeifel in het drielandengebied Duitsland, België en Luxemburg. Het park heeft een heerlijke ligging op één van de mooiste plekjes van Duitsland en is door de vele faciliteiten geschikt voor zowel jong als oud. Gaat u mee?"	"http://www.kras.nl/wsmedia/001/238/132.jpg"	"21"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fbelgie%2Freis-26195%2Fautovakantie-belgisch-limburg-mooi-zutendaal%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Belgisch Limburg - Mooi Zutendaal"	"Wij zijn erin geslaagd een contract af te sluiten met het gerenommeerde Hogenboom Vakantiepark Mooi Zutendaal, net over de grens in Belgisch Limburg. Boek snel, want uit ervaring weten we dat dit soort fantastische aanbiedingen vaak snel volgeboekt zijn!Vakantiepark Mooi ZutendaalDit vakantiepark ligt net over de grens bij Nederland in Belgisch Limburg. Het park heeft een heerlijke ligging op een natuurrijk plekje en is door de vele faciliteiten geschikt voor zowel jong als oud. Waar wacht u nog op? Boek deze heerlijke autovakantie!"	"http://www.kras.nl/wsmedia/000/203/062.jpg"	"11"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50077%2Fautovakantie-zuid-holland-tulp-en-zee%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Zuid-Holland - Tulp en Zee"	"Kom genieten van de prachtige uitgestrekte stranden van de Hollandse kust! Wij hebben een prachtig arrangement naar Noordwijk voor u in petto. U verblijft op het nieuwe en luxueuze Bungalowparck Tulp en Zee in een bungalow die van alle gemakken voorzien is."	"http://www.kras.nl/wsmedia/002/028/116.jpg"	"40"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-51389%2Fautovakantie-noord-brabant-villapark-panjevaart%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Noord-Brabant - Villapark Panjevaart"	"Volop natuur, mooie steden en natuurlijk de Brabantse gezelligheid! U vindt het allemaal in Hoeven en omgeving. Maak een heerlijke fiets- of wandeltocht over het uitgestippelde fiets- of wandelroutenetwerk. Bezoek het sfeervolle Breda of Oosterhout!Villapark Panjevaart - Noord-BrabantTijdens deze autovakantie verblijft u op Villapark Panjevaart in Hoeven. Dit luxe en zéér complete vakantiepark ligt temidden van bossen, heidevelden en polders. De ideale omgeving voor een paar dagen even helemaal weg! Of u nu met z´n tweeën bent of met de (klein)kinderen op dit park bent u aan het juiste adres! Boek nú en geniet in het Bourgondische Brabant!"	"http://www.kras.nl/wsmedia/002/143/169.jpg"	"22"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-17644%2Fautovakantie-zuid-limburg-schin-op-geul%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Zuid-Limburg - Schin op Geul"	"In de maanden oktober en november 2010 in prijs verlaagd! Reeds verwerkt in de prijstabel.Bungalowspecial naar Zuid-Limburg! Ga een weekend, midweek of week heerlijk genieten in het schitterendde Geuldal. U verblijft in een bungalow op Bungalowpark Schin op Geul. Het lieflijke dorpje Schin op Geul ligt ten zuidoosten, op ca. 3 km, van Valkenburg. In Oud-Valkenburg liggen de kastelen Genhoes en Schaloen. Naast dit laatste bouwwerk ligt het befaamde heempark  Kasteeltuin Oud-Valkenburg . Het grote natuurgebied  het Gerendal  biedt u rust, flora en fauna. Boek snel en geniet in het prachtige Zuid-Limburg!"	"http://www.kras.nl/wsmedia/002/183/242.jpg"	"9"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-73639%2Fautovakantie-veluwe-bospark-de-schaapskooi%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Veluwe - Bospark De Schaapskooi"	"Op zoek naar een supervoordelige familievakantie voor bijvoorbeeld een weekendje weg of een weekje tussendoor? Dan hebben wij precies wat u zoekt! Het prachtig gelegen vakantiepark Bospark De Schaapskooi, bij Epe op de Veluwe, is ruim opgezet en biedt alle faciliteiten voor jong en oud!De VeluweDit is zonder twijfel Nederlands bekendste natuurgebied! Maak prachtige wandelingen en fietstochten en geniet van de afwisselende natuur! In Nationaal Park De Hoge Veluwe vindt u bovendien veel architectuur en kunst! Het bekendste museum en meer dan een bezoek waard is het Kröller Müller Museum. Ook de omgeving biedt voldoende mogelijkheden, met o.a. het Dolfinarium in Harderwijk.BELANGRIJK ALS U WILT BOEKEN! U kunt per boeking slechts één bungalow reserveren!! Wilt u meerdere bungalows reserveren, dan dient u deze onder te brengen in aparte boekingen! Dit gezien het feit dat eindschoonmaak en reserveringskosten PER BUNGALOW berekend worden! Indien u toch meerdere bungalows boekt (in één boeking), volgt een naheffing."	"http://www.kras.nl/wsmedia/001/059/243.jpg"	"8"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50453%2Fautovakantie-drenthe-landal-aelderholt%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Drenthe - Landal Aelderholt"	"Profiteer vanaf 20 september 2010 van onze spectaculaire prijsverlaging tot wel € 100 per bungalow! Reeds verwerkt in de prijstabel.Genieten in prachtig Drenthe! Want de weidse bossen, uitgestrekte heidevelden, hunebedden en pittoreske dorpjes maken Drenthe tot één van onze mooiste provincies. U verblijft in een 4- of 6-persoonsbungalow op Landal Aelderholt, vlakbij het dorpje Aalden, nabij Emmen!Bungalowspecial DrentheBoek een verblijf op het vakantiepark Landal Aelderholt! Naast een zwembad met apart kleuterbad, vindt u hier bowlingbanen en een midgetgolfbaan. Voor pure ontspanning is er een sauna en beautysalon. Wat wilt u nog meer? Ga er een paar dagen heerlijk tussenuit naar Drenthe!"	"http://www.kras.nl/wsmedia/002/081/058.jpg"	"20"	"reizen/autovakantie"	
"http://clicks.m4n.nl/_c?aid=16326&adid=671848&_df=true&turl=http%3A%2F%2Fwww.kras.nl%2Fvakantie%2Fnederland%2Freis-50580%2Fautovakantie-zuid-limburg-landal-hoog-vaals%3Fosc%3Dm4n%26utm_source%3Dm4n%26utm_medium%3Daffiliatemarketing%26utm_campaign%3Dgeen"	"Autovakantie Zuid-Limburg - Landal Hoog Vaals"	"In Zuid-Limburg is alles aanwezig voor een complete verwenvakantie; glooiende heuvels, romantische rivierdalen en spectaculaire mergelgrotten. U verblijft in een comfortabele bungalow op vakantiepark Landal Hoog Vaals. Autovakantie Zuid-LimburgMaak een winterse wandeling of fietstocht door het Geuldal. Ga heerlijk winkelen in Maastricht, of geniet in in een cafeetje van een stukje echte Limburgse vlaai! Ook Valkenburg met de prachtige mergelgrotten is een aanrader. Bovendien vindt hier vanaf 19 november t/m 23 december een gezellige kerstmarkt plaats! Boek nu!"	"http://www.kras.nl/wsmedia/002/086/141.jpg"	"44"	"reizen/autovakantie"	
